Console,GameName,Review,Score
WII,Star Wars The Clone Wars: Republic Heroes Review,Poor,4
PSP,AFL Challenge Review,Bad,3
PS3,Saw Review,Fair,6
X360,Saw Review,Fair,6
X360,Operation Flashpoint: Dragon Rising Review,Good,7
PS3,Operation Flashpoint: Dragon Rising Review,Good,7
DS,Mario & Luigi: Bowser's Inside Story Review,Superb,9
X360,Ion Assault Review,Good,7
PSP,Fate/Unlimited Codes Review,Good,7
X360,Tornado Outbreak Review,Fair,6
PS3,Tornado Outbreak Review,Fair,6
PS3,Uncharted 2: Among Thieves Review,Superb,9
X360,Star Wars: The Clone Wars: Republic Heroes Review,Bad,3
PS3,Star Wars: The Clone Wars: Republic Heroes Review,Bad,3
PC,Star Wars: The Clone Wars: Republic Heroes Review,Bad,3
X360,FIFA 10 Review,Superb,9
PS3,FIFA 10 Review,Superb,9
PS3,NBA Live 10 Review,Good,7
X360,NBA Live 10 Review,Good,7
IOS,Zenonia Review,Great,8
IOS,Zen Bound Review,Superb,9
IOS,Wolfenstein RPG Review,Superb,9
IOS,Tiger Woods PGA Tour Review,Great,8
IOS,The Secret of Monkey Island: Special Edition Review,Great,8
IOS,Star Defense Review,Superb,9
IOS,Spider:  The Secret of Bryce Manor Review,Great,8
IOS,Space Invaders Infinity Gene Review,Superb,9
IOS,Rolando 2: Quest for the Golden Orchid Review,Superb,9
IOS,Resident Evil 4 Review,Great,8
IOS,Real Racing Review,Superb,9
IOS,Peggle Review,Superb,9
IOS,Need for Speed: Undercover Review,Superb,9
IOS,Modern Combat: Sandstorm Review,Great,8
IOS,Mecho Wars Review,Great,8
IOS,Madden NFL 10 Review,Great,8
IOS,Glyder Review,Great,8
IOS,Gangstar: West Coast Hustle Review,Superb,9
IOS,F.A.S.T. Review,Superb,9
IOS,Drop7 Review,Great,8
IOS,Sid Meier's Civilization Revolution Review,Good,7
IOS,California Gold Rush Review,Superb,9
IOS,Atlantis Sky Patrol Review,Great,8
IOS,Alive 4-ever Review,Superb,9
PS3,Demon's Souls Review,Superb,9
PC,Mini Ninjas Review,Good,7
PS3,Mini Ninjas Review,Good,7
X360,Mini Ninjas Review,Good,7
PSP,Rugby League Challenge Review,Bad,3
PS3,Ninja Gaiden Sigma 2 Review,Great,8
WII,Dead Space Extraction Review,Great,8
PSP,MotorStorm Arctic Edge Review,Good,7
WII,MySims Agents Review,Good,7
PS3,Heroes Over Europe Review,Mediocre,5
X360,Heroes Over Europe Review,Mediocre,5
PSP,Gran Turismo Review,Good,7
PS3,Katamari Forever Review,Good,7
WII,Spyborgs Review,Fair,6
X360,The Warriors: Street Brawl Review,Poor,4
X360,Zombie Apocalypse Review,Good,7
PS3,Zombie Apocalypse Review,Good,7
DS,Kingdom Hearts 358/2 Days Review,Great,8
PC,Order of War Review,Good,7
X360,Star Wars: The Force Unleashed Tatooine Mission Pack Review,Mediocre,5
PS3,Supersonic Acrobatic Rocket-Powered Battle-Cars Review,Fair,6
PSP,Shin Megami Tensei: Persona Review,Mediocre,5
PC,Ashes Cricket 2009 Review,Fair,6
WII,Teenage Mutant Ninja Turtles: Smash-Up Review,Good,7
X360,Bubble Bobble Neo Review,Good,7
PS3,Pinball Hall of Fame - The Williams Collection Review,Great,8
PS3,NHL 2K10 Review,Good,7
X360,NHL 2K10 Review,Good,7
PC,Resident Evil 5 Review,Great,8
WII,NHL 2K10 Review,Great,8
PS3,Marvel vs. Capcom 2 Review,Good,7
PSP,Marvel: Ultimate Alliance 2 Review,Bad,3
X360,Halo 3: ODST Review,Superb,9
X360,Darkest of Days Review,Poor,4
X360,Pinball Hall of Fame - The Williams Collection Review,Great,8
PC,Majesty 2: The Fantasy Kingdom Sim Review,Fair,6
WII,Marvel: Ultimate Alliance 2 Review,Poor,4
X360,Defense Grid: The Awakening Review,Great,8
PC,Championship Manager 2010 Review,Fair,6
X360,Need for Speed: Shift Review,Good,7
PS3,Need for Speed: Shift Review,Good,7
PS3,Wet Review,Good,7
X360,Wet Review,Good,7
DS,Scribblenauts Review,Great,8
PS3,IL-2: Sturmovik: Birds of Prey Review,Good,7
PC,Darkest of Days Review,Poor,4
PC,CrimeCraft Review,Fair,6
PS3,NHL 10 Review,Great,8
X360,NHL 10 Review,Great,8
PS3,Marvel: Ultimate Alliance 2 Review,Good,7
X360,Marvel: Ultimate Alliance 2 Review,Good,7
PC,Officers Review,Mediocre,5
PC,Champions Online Review,Good,7
X360,Section 8 Review,Good,7
PC,Section 8 Review,Good,7
X360,IL-2: Sturmovik: Birds of Prey Review,Good,7
X360,Magic: The Gathering - Duels of the Planeswalkers Review,Good,7
PC,Batman: Arkham Asylum Review,Superb,9
PS3,The Beatles: Rock Band Review,Superb,9
WII,Phantom Brave: We Meet Again Review,Good,7
X360,Yo-Ho Kablammo Review,Mediocre,5
X360,F.E.A.R. 2: Project Origin - Reborn Review,Fair,6
PS3,Guitar Hero 5 Review,Great,8
X360,Dirt 2 Review,Superb,9
WII,The Beatles: Rock Band Review,Superb,9
X360,The Beatles: Rock Band Review,Superb,9
PS3,Dirt 2 Review,Superb,9
WII,Muramasa: The Demon Blade Review,Good,7
PSP,Warriors Orochi 2 Review,Poor,4
PSP,SoulCalibur: Broken Destiny Review,Good,7
X360,Guitar Hero 5 Review,Great,8
X360,Raven Squad Review,Bad,3
PC,Raven Squad Review,Bad,3
WII,Spectrobes: Origins Review,Fair,6
PC,All Aspect Warfare Review,Terrible,2
X360,Invincible Tiger: The Legend of Han Tao Review,Fair,6
PS3,Invincible Tiger: The Legend of Han Tao Review,Fair,6
PS3,Smash Cars Review,Fair,6
WII,Cursed Mountain Review,Good,7
PC,Osmos Review,Good,7
X360,Fallout 3: Broken Steel Review,Great,8
DS,Professor Layton and the Diabolical Box Review,Great,8
PS3,Batman: Arkham Asylum Review,Superb,9
X360,Batman: Arkham Asylum Review,Superb,9
PS3,Ashes Cricket 2009 Review,Fair,6
X360,Ashes Cricket 2009 Review,Fair,6
PC,Return to Mysterious Island 2 Review,Poor,4
PC,Wolfenstein Review,Good,7
PS3,Wolfenstein Review,Good,7
X360,Brave: A Warrior's Tale Review,Poor,4
PSP,Dissidia: Final Fantasy Review,Great,8
WII,Madden NFL 10 Review,Fair,6
WII,Real Heroes: Firefighter Review,Good,7
X360,Shadow Complex Review,Great,8
PS3,Red Faction: Guerrilla - Demons of the Badlands Review,Good,7
X360,Red Faction: Guerrilla - Demons of the Badlands Review,Good,7
DS,C.O.R.E. Review,Bad,3
X360,Wolfenstein Review,Good,7
DS,Fossil Fighters Review,Good,7
PS3,Madden NFL 10 Review,Good,7
DS,Lego Battles Review,Good,7
PC,The Path Review,Great,8
X360,Madden NFL 10 Review,Good,7
PC,Hearts of Iron III Review,Great,8
DS,Art Style: BOXLIFE Review,Good,7
X360,Trials HD Review,Great,8
X360,Fallout 3: The Pitt Review,Good,7
DS,G.I. Joe: The Rise of Cobra Review,Mediocre,5
X360,Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled Review,Mediocre,5
PC,East India Company Review,Fair,6
PSP,G-Force Review,Fair,6
X360,Marvel vs. Capcom 2 Review,Good,7
X360,Fallout 3: Mothership Zeta Review,Fair,6
WII,G.I. Joe: The Rise of Cobra Review,Poor,4
PS3,G.I. Joe: The Rise of Cobra Review,Poor,4
X360,G.I. Joe: The Rise of Cobra Review,Poor,4
PC,Memento Mori Review,Poor,4
PS3,Ice Age: Dawn of the Dinosaurs Review,Fair,6
X360,Ice Age: Dawn of the Dinosaurs Review,Fair,6
PS3,BlazBlue: Calamity Trigger Review,Great,8
X360,BlazBlue: Calamity Trigger Review,Great,8
PS3,Fat Princess Review,Good,7
PSP,Strikers 1945 Plus Portable Review,Mediocre,5
PS3,SingStar Queen Review,Good,7
PC,Clutch Review,Fair,6
PS3,The King of Fighters XII Review,Mediocre,5
X360,The King of Fighters XII Review,Mediocre,5
PS3,Shatter Review,Great,8
DS,Roogoo Attack Review,Fair,6
PC,Bionic Commando Review,Mediocre,5
WII,G-Force Review,Good,7
WII,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal Review,Good,7
X360,Watchmen: The End Is Nigh Parts 1 and 2 Review,Fair,6
PS3,Watchmen: The End Is Nigh Complete Experience Review,Fair,6
X360,G-Force Review,Good,7
PS3,G-Force Review,Good,7
X360,'Splosion Man Review,Great,8
X360,Worms 2: Armageddon Review,Great,8
WII,Roogoo: Twisted Towers Review,Fair,6
PSP,Unbound Saga Review,Poor,4
PC,Overlord II Review,Good,7
WII,Wii Sports Resort Review,Great,8
PC,Death to Spies: Moment of Truth Review,Fair,6
PS3,Overlord II Review,Good,7
DS,Overlord: Minions Review,Poor,4
PC,Arma II Review,Great,8
X360,Madballs in Babo: Invasion Review,Good,7
PC,Street Fighter IV Review,Superb,9
PC,Out of the Park Baseball X Review,Great,8
X360,Infernal: Hell's Vengeance Review,Bad,3
PC,The Secret of Monkey Island: Special Edition Review,Great,8
X360,NCAA Football 10 Review,Great,8
PSP,Transformers: Revenge of the Fallen Review,Poor,4
PC,Dawn of Discovery Review,Great,8
X360,The Secret of Monkey Island: Special Edition Review,Great,8
WII,Another Code R: A Journey Into Lost Memories Review,Fair,6
PS3,Battlefield 1943 Review,Great,8
X360,Battlefield 1943 Review,Great,8
PSP,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This? Review",Fair,6
PSP,The Bigs 2 Review,Good,7
WII,Overlord: Dark Legend Review,Mediocre,5
PC,Blood Bowl Review,Good,7
X360,The Bigs 2 Review,Great,8
PS3,The Bigs 2 Review,Great,8
PSP,Pangya: Fantasy Golf Review,Great,8
WII,Bit.Trip Core Review,Good,7
DS,Mega Man Star Force 3: Red Joker Review,Mediocre,5
DS,Mega Man Star Force 3: Black Ace Review,Mediocre,5
WII,Pro Evolution Soccer 2009 Review,Great,8
DS,Miami Law Review,Mediocre,5
PC,Trine Review,Good,7
PC,Fuel Review,Fair,6
DS,Puffins: Island Adventure Review,Mediocre,5
DS,Dawn of Discovery Review,Great,8
WII,Dawn of Discovery Review,Great,8
PS3,The Punisher: No Mercy Review,Poor,4
DS,Trace Memory Review,Good,7
PS,Command & Conquer Red Alert: Retaliation Review,Mediocre,5
PSP,Monster Hunter Freedom Unite Review,Fair,6
PS3,Harry Potter and the Half-Blood Prince Review,Mediocre,5
WII,Harry Potter and the Half-Blood Prince Review,Mediocre,5
PC,Transformers: Revenge of the Fallen Review,Fair,6
PC,Still Life 2 Review,Good,7
PC,Hinterland: Orc Lords Review,Good,7
PS3,Call of Juarez: Bound in Blood Review,Great,8
X360,Call of Juarez: Bound in Blood Review,Great,8
PC,Call of Juarez: Bound in Blood Review,Great,8
X360,Fight Night Round 4 Review,Great,8
WII,Transformers: Revenge of the Fallen Review,Poor,4
X360,Dynasty Warriors 6 Empires Review,Mediocre,5
PS3,Dynasty Warriors 6 Empires Review,Mediocre,5
DS,"Flower, Sun, and Rain Review",Fair,6
WII,The Conduit Review,Fair,6
WII,Tiger Woods PGA Tour 10 Review,Superb,9
PC,Tunnel Rats: 1968 Review,Terrible,2
X360,Overlord II Review,Good,7
DS,Indiana Jones and the Staff of Kings Review,Fair,6
WII,Puzzle Kingdoms Review,Good,7
DS,Puzzle Kingdoms Review,Good,7
DS,MySims Racing Review,Good,7
PS3,Transformers: Revenge of the Fallen Review,Good,7
X360,Transformers: Revenge of the Fallen Review,Good,7
PS3,Virtua Tennis 2009 Review,Fair,6
X360,Virtua Tennis 2009 Review,Fair,6
PC,Spore Galactic Adventures Review,Great,8
WII,MySims Racing Review,Good,7
WII,Virtua Tennis 2009 Review,Fair,6
DS,Shin Megami Tensei: Devil Survivor Review,Superb,9
PS3,CellFactor: Psychokinetic Wars Review,Mediocre,5
X360,CellFactor: Psychokinetic Wars Review,Mediocre,5
DS,Knights in the Nightmare Review,Great,8
PS3,Tiger Woods PGA Tour 10 Review,Great,8
X360,Tiger Woods PGA Tour 10 Review,Great,8
WII,Indiana Jones and the Staff of Kings Review,Bad,3
WII,Let's Tap Review,Good,7
PC,Blueberry Garden Review,Mediocre,5
WII,Final Fantasy IV: The After Years Review,Mediocre,5
WII,Grand Slam Tennis Review,Fair,6
WII,Ghostbusters The Video Game Review,Great,8
X360,Ghostbusters The Video Game Review,Good,7
PS3,Ghostbusters The Video Game Review,Good,7
PC,Ghostbusters The Video Game Review,Good,7
DS,Ghostbusters The Video Game Review,Mediocre,5
WII,The Munchables Review,Fair,6
PS3,Prototype Review,Great,8
PC,Prototype Review,Great,8
DS,Black Sigil: Blade of the Exiled Review,Fair,6
DS,Dokapon Journey Review,Good,7
WII,Up Review,Mediocre,5
X360,Prototype Review,Great,8
X360,Up Review,Mediocre,5
PS3,Zen Pinball Review,Great,8
PC,Sherlock Holmes vs. Jack the Ripper Review,Good,7
PC,Delta Force: Xtreme 2 Review,Mediocre,5
PS3,Fuel Review,Fair,6
X360,Fuel Review,Fair,6
WII,PDC World Championship Darts 2009 Review,Fair,6
PC,Damnation Review,Bad,3
PS3,Damnation Review,Bad,3
X360,Damnation Review,Bad,3
PSP,Rock Band Unplugged Review,Great,8
DS,Jagged Alliance Review,Poor,4
WII,Little King's Story Review,Great,8
PS3,Red Faction: Guerrilla Review,Great,8
X360,Red Faction: Guerrilla Review,Great,8
PC,The Sims 3 Review,Superb,9
WII,Swords and Soldiers Review,Great,8
X360,Wallace & Gromit Episode 1 Review,Good,7
PC,Necrovision Review,Good,7
WII,EA Sports Active Review,Great,8
DS,Art Style: Pictobits Review,Fair,6
X360,Raiden Fighters Aces Review,Fair,6
WII,Help Wanted: 50 Wacky Jobs Review,Good,7
DS,Super Robot Taisen OG Saga: Endless Frontier Review,Good,7
PSP,Crimson Gem Saga Review,Mediocre,5
PC,Killing Floor Review,Good,7
PS3,Infamous Review,Superb,9
PSP,SBK Superbike World Championship Review,Mediocre,5
PS3,Trash Panic Review,Good,7
WII,Punch-Out Review,Great,8
PC,Terminator Salvation Review,Mediocre,5
WII,Boom Blox Bash Party Review,Great,8
PS3,Tekken 5: Dark Resurrection Review,Great,8
WII,Mega Man 9 Review,Great,8
PS3,Mega Man 9 Review,Great,8
X360,UFC 2009 Undisputed Review,Great,8
PS3,UFC 2009 Undisputed Review,Great,8
PS3,Terminator Salvation Review,Mediocre,5
X360,Terminator Salvation Review,Mediocre,5
PS3,Bionic Commando Review,Fair,6
X360,Bionic Commando Review,Fair,6
PC,Battlestations: Pacific Review,Great,8
PS3,Sacred 2: Fallen Angel Review,Good,7
X360,Sacred 2: Fallen Angel Review,Good,7
X360,Star Trek: D-A-C Review,Poor,4
PS2,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon Review,Good,7
PS3,SBK Superbike World Championship Review,Fair,6
X360,Arkanoid Live Review,Fair,6
X360,Battlestations: Pacific Review,Great,8
PC,Helldorado Review,Poor,4
PC,Plants vs. Zombies Review,Great,8
PC,X-Men Origins: Wolverine Review,Good,7
X360,Space Invaders Extreme Review,Great,8
PS3,Leisure Suit Larry: Box Office Bust Review,Terrible,2
X360,Zombie Wranglers Review,Bad,3
PC,Neverwinter Nights 2: Mysteries of Westgate Review,Fair,6
X360,Virtual ON Review,Good,7
WII,Night at the Museum Review,Poor,4
PC,Velvet Assassin Review,Good,7
X360,Velvet Assassin Review,Good,7
WII,Klonoa Review,Good,7
PC,Stalin vs. Martians Review,Abysmal,1
DS,Avalon Code Review,Mediocre,5
PC,And Yet It Moves Review,Good,7
X360,Night at the Museum: Battle of the Smithsonian Review,Poor,4
X360,X-Men Origins: Wolverine Review,Good,7
PS3,X-Men Origins: Wolverine Review,Good,7
PC,Zeno Clash Review,Fair,6
PSP,Air Conflicts: Aces of World War II Review,Fair,6
WII,Cocoto Platform Jumper Review,Poor,4
DS,Professor Heinz Wolff's Gravity Review,Poor,4
WII,Professor Heinz Wolff's Gravity Review,Mediocre,5
WII,Excitebots: Trick Racing Review,Great,8
X360,Lode Runner Review,Great,8
PC,Cryostasis: The Sleep of Reason Review,Great,8
PS3,Comet Crash Review,Superb,9
PS2,Dynasty Warriors: Gundam 2 Review,Poor,4
PC,Company of Heroes: Tales of Valor Review,Fair,6
X360,Dynasty Warriors: Gundam 2 Review,Poor,4
PS3,Dynasty Warriors: Gundam 2 Review,Poor,4
PSP,Patapon 2 Review,Great,8
PSP,Dragon Ball: Evolution Review,Bad,3
PC,Elven Legacy Review,Good,7
X360,OutRun Online Arcade Review,Good,7
WII,MotoGP Review,Poor,4
DS,Zubo Review,Good,7
PC,Death Track: Resurrection Review,Mediocre,5
WII,Broken Sword: Shadows of the Templars Director's Cut Review,Great,8
DS,Broken Sword: Shadows of the Templars Director's Cut Review,Great,8
X360,The Maw Review,Good,7
PC,Demigod Review,Fair,6
WII,Cate West: The Vanishing Files Review,Fair,6
PS3,Rag Doll Kung Fu: Fists of Plastic Review,Mediocre,5
DS,Lux-Pain Review,Bad,3
PS3,Flock Review,Good,7
X360,Flock Review,Good,7
PC,Flock Review,Good,7
DS,Pokemon Platinum Review,Great,8
PC,Dark Sector Review,Good,7
PC,The Chronicles of Riddick: Assault on Dark Athena Review,Good,7
PS3,The Chronicles of Riddick: Assault on Dark Athena Review,Good,7
X360,The Chronicles of Riddick: Assault on Dark Athena Review,Good,7
DS,Gardening Mama Review,Good,7
WII,Major Minor's Majestic March Review,Poor,4
PC,World in Conflict: Soviet Assault Review,Poor,4
PSP,Hammerin' Hero Review,Fair,6
X360,Wheelman Review,Fair,6
PS3,Wheelman Review,Fair,6
DS,Final Fantasy Crystal Chronicles: Echoes of Time Review,Fair,6
WII,Final Fantasy Crystal Chronicles: Echoes of Time Review,Fair,6
X360,Ninja Blade Review,Good,7
PS3,The Godfather II Review,Poor,4
X360,The Godfather II Review,Poor,4
PC,The Godfather II Review,Poor,4
PS3,Burn Zombie Burn Review,Good,7
PC,Grand Ages: Rome Review,Mediocre,5
DS,Art Style: Aquia Review,Good,7
X360,Leisure Suit Larry: Box Office Bust Review,Terrible,2
PC,Leisure Suit Larry: Box Office Bust Review,Terrible,2
PC,BattleForge Review,Great,8
DS,WarioWare: Snapped! Review,Poor,4
WII,Don King Boxing Review,Mediocre,5
X360,The Dishwasher Review,Good,7
WII,Marble Saga: Kororinpa Review,Good,7
PC,Drakensang: The Dark Eye Review,Good,7
DS,Rhythm Heaven Review,Good,7
PS3,Command & Conquer: Red Alert 3 Review,Good,7
X360,Guitar Hero: Metallica Review,Good,7
DS,Tokyo Beat Down Review,Mediocre,5
PC,Stormrise Review,Terrible,2
X360,Stormrise Review,Terrible,2
PS3,Stormrise Review,Terrible,2
PC,Men of War Review,Good,7
DS,Henry Hatsworth in the Puzzling Adventure Review,Great,8
X360,Wanted: Weapons of Fate Review,Fair,6
PS3,Wanted: Weapons of Fate Review,Fair,6
X360,Legends of Wrestlemania Review,Mediocre,5
PS3,Legends of Wrestlemania Review,Mediocre,5
PC,Codename Panzers: Cold War Review,Mediocre,5
DS,Grand Theft Auto: Chinatown Wars Review,Superb,9
X360,Eat Lead: The Return of Matt Hazard Review,Fair,6
PC,Red Alert 3 Uprising Review,Mediocre,5
WII,Bit.Trip Beat Review,Good,7
DS,Valkyrie Profile: Covenant of the Plume Review,Fair,6
PC,The Last Remnant Review,Great,8
WII,Ready 2 Rumble Revolution Review,Bad,3
DS,Suikoden Tierkreis Review,Good,7
PSP,Resistance: Retribution Review,Great,8
WII,Major League Baseball 2K9 Review,Mediocre,5
X360,Trivial Pursuit Review,Fair,6
PS3,Trivial Pursuit Review,Fair,6
WII,Trivial Pursuit Review,Fair,6
DS,Blue Dragon Plus Review,Fair,6
PS3,Resident Evil 5 Review,Great,8
X360,Resident Evil 5 Review,Great,8
X360,Crystal Defenders Review,Mediocre,5
X360,Shellshock 2: Blood Trails Review,Poor,4
PS3,Shellshock 2: Blood Trails Review,Poor,4
WII,Sonic and the Black Knight Review,Poor,4
WII,MadWorld Review,Good,7
DS,Peggle Dual Shot Review,Good,7
WII,Dead Rising: Chop Till You Drop Review,Fair,6
X360,Tom Clancy's HAWX Review,Good,7
PS3,Tom Clancy's HAWX Review,Good,7
PS3,MLB 09: The Show Review,Superb,9
PS3,Eat Lead: The Return of Matt Hazard Review,Fair,6
PC,Empire: Total War Review,Great,8
PS3,Major League Baseball 2K9 Review,Poor,4
X360,Major League Baseball 2K9 Review,Poor,4
WII,We Ski & Snowboard Review,Good,7
X360,Watchmen: The End Is Nigh Review,Fair,6
PS3,Watchmen: The End Is Nigh Review,Fair,6
PC,Watchmen: The End Is Nigh Review,Fair,6
X360,Star Ocean: The Last Hope Review,Good,7
X360,Stoked Review,Good,7
X360,Exit 2 Review,Good,7
DS,Fire Emblem: Shadow Dragon Review,Good,7
PC,ShellShock 2: Blood Trails Review,Mediocre,5
PC,Puzzle Quest: Galactrix Review,Mediocre,5
PS3,Killzone 2 Review,Superb,9
PS3,Noby Noby Boy Review,Good,7
PC,Tom Clancy's EndWar Review,Fair,6
WII,Evasive Space Review,Bad,3
X360,Death Tank Review,Fair,6
X360,X-Blades Review,Fair,6
X360,50 Cent: Blood on the Sand Review,Good,7
PS3,50 Cent: Blood on the Sand Review,Good,7
PC,"Warhammer 40,000: Dawn of War II Review",Great,8
PS3,F.E.A.R. 2: Project Origin Review,Good,7
X360,Halo Wars Review,Fair,6
X360,RacePro Review,Good,7
WII,Tenchu: Shadow Assassins Review,Mediocre,5
WII,Onechanbara: Bikini Zombie Slayers Review,Bad,3
PS3,Street Fighter IV Review,Superb,9
X360,Street Fighter IV Review,Superb,9
PSP,Prinny: Can I Really Be the Hero? Review,Great,8
PC,Worldwide Soccer Manager 2009 Review,Great,8
WII,The House of the Dead: Overkill Review,Great,8
DS,Dragon Quest V: Hand of the Heavenly Bride Review,Great,8
X360,Onechanbara: Bikini Samurai Squad Review,Terrible,2
WII,LIT Review,Good,7
PS3,Flower Review,Great,8
PC,Burnout Paradise: The Ultimate Box Review,Superb,9
PC,F.E.A.R. 2: Project Origin Review,Good,7
X360,F.E.A.R. 2: Project Origin Review,Good,7
WII,Deadly Creatures Review,Good,7
PS3,3 on 3 NHL Arcade Review,Poor,4
PC,Football Manager Live Review,Great,8
DS,Big Bang Mini Review,Superb,9
DS,Retro Game Challenge Review,Good,7
PS3,Savage Moon Review,Fair,6
X360,R-Type Dimensions Review,Good,7
PS3,GTI Club Plus Review,Good,7
DS,Bigfoot Collision Course Review,Terrible,2
PS3,MLB Front Office Manager Review,Poor,4
X360,MLB Front Office Manager Review,Poor,4
DS,"My World, My Way Review",Mediocre,5
PC,MLB Front Office Manager Review,Poor,4
WII,Rygar: The Battle of Argus Review,Fair,6
WII,Nancy Drew: The White Wolf of Icicle Creek Review,Mediocre,5
WII,Niki - Rock 'n' Ball Review,Mediocre,5
WII,Iron Chef America: Supreme Cuisine Review,Terrible,2
PS3,Afro Samurai Review,Good,7
X360,Afro Samurai Review,Good,7
